Area,Location,No. of Bedrooms,City,CarParking,SwimmingPool,24X7Security,LiftAvailable,ClubHouse,Price
1645,517,3.0,0,1.0,1.0,1.0,1.0,1.0,16500000.0
1345,532,3.0,0,1.0,0.0,1.0,1.0,0.0,4840000.0
1866,308,3.0,0,1.0,1.0,1.0,1.0,1.0,25800000.0
3500,206,3.0,0,1.0,1.0,1.0,0.0,1.0,51000000.0
1145,164,2.0,0,0.0,1.0,1.0,1.0,1.0,4809000.0
935,100,2.0,0,1.0,1.0,1.0,1.0,1.0,5070000.0
1455,92,3.0,0,1.0,1.0,1.0,1.0,1.0,10500000.0
1145,681,2.0,0,1.0,1.0,0.0,1.0,0.0,4580000.0
1635,710,3.0,0,0.0,1.0,1.0,1.0,1.0,5559000.0
1145,493,2.0,0,1.0,0.0,1.0,1.0,0.0,4723000.0
1175,318,3.0,0,0.0,0.0,0.0,0.0,0.0,4465000.0
1216,681,2.0,0,1.0,1.0,1.0,1.0,1.0,8954000.0
1005,166,2.0,0,0.0,0.0,0.0,0.0,0.0,4000000.0
1200,119,2.0,0,0.0,0.0,0.0,0.0,0.0,5400000.0
1279,293,2.0,0,1.0,1.0,1.0,1.0,1.0,8784000.0
1180,426,2.0,0,1.0,1.0,1.0,1.0,1.0,7900000.0
1310,165,3.0,0,1.0,1.0,1.0,1.0,1.0,4781000.0
1776,86,3.0,0,1.0,1.0,1.0,1.0,1.0,15000000.0
1125,213,2.0,0,1.0,0.0,1.0,1.0,0.0,4700000.0
1195,403,3.0,0,0.0,1.0,0.0,1.0,1.0,7767000.0
1272,651,2.0,0,1.0,1.0,1.0,1.0,0.0,6487000.0
2170,247,3.0,0,1.0,1.0,1.0,1.0,1.0,14000000.0
1510,493,3.0,0,0.0,0.0,0.0,0.0,0.0,8758000.0
1170,311,2.0,0,0.0,0.0,0.0,0.0,0.0,5500000.0
1215,254,2.0,0,0.0,0.0,0.0,0.0,0.0,4900000.0
1045,213,2.0,0,0.0,0.0,1.0,1.0,0.0,4545000.0
1833,221,3.0,0,1.0,1.0,1.0,1.0,1.0,22000000.0
1100,492,2.0,0,0.0,0.0,0.0,1.0,0.0,7500000.0
900,319,2.0,0,0.0,0.0,1.0,1.0,0.0,3779999.0
1216,681,2.0,0,1.0,1.0,1.0,1.0,1.0,8954000.0
1866,308,3.0,0,1.0,1.0,1.0,1.0,1.0,25800000.0
1216,681,2.0,0,1.0,1.0,1.0,1.0,1.0,8954000.0
1505,165,3.0,0,1.0,1.0,1.0,1.0,1.0,8218000.000000001
1502,234,3.0,0,1.0,1.0,1.0,1.0,1.0,8656000.0
1675,143,3.0,0,0.0,0.0,0.0,1.0,0.0,7520000.0
1805,77,3.0,0,1.0,1.0,1.0,1.0,1.0,11000000.0
1880,77,3.0,0,1.0,1.0,1.0,1.0,1.0,11399999.0
2180,77,4.0,0,1.0,1.0,1.0,1.0,1.0,13000000.0
1850,77,3.0,0,1.0,1.0,1.0,1.0,1.0,11299999.0
