Area,Location,No. of Bedrooms,City,CarParking,SwimmingPool,24X7Security,LiftAvailable,ClubHouse,Price
1593,657,3.0,1,0.0,0.0,1.0,0.0,0.0,8920000.0
1302,270,2.0,1,1.0,1.0,1.0,1.0,0.0,6834999.000000001
1528,657,3.0,1,0.0,0.0,1.0,0.0,0.0,8556000.0
564,270,1.0,1,1.0,1.0,1.0,1.0,0.0,2961000.0
1846,389,3.0,1,0.0,1.0,0.0,0.0,0.0,11500000.0
1850,389,3.0,1,0.0,1.0,0.0,0.0,0.0,11500000.0
920,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4140000.0
952,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4284000.0
950,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4275000.0
891,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4009000.0000000005
956,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4302000.0
906,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4077000.0000000005
987,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4441000.0
993,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4468000.0
927,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4171000.0
942,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4239000.0
931,395,2.0,1,1.0,0.0,1.0,1.0,0.0,4189000.0
865,395,2.0,1,1.0,0.0,1.0,1.0,0.0,3892000.0
1161,32,3.0,1,1.0,0.0,1.0,1.0,0.0,15000000.0
1500,6,3.0,1,0.0,0.0,0.0,0.0,0.0,27300000.0
1437,619,3.0,1,0.0,0.0,0.0,0.0,0.0,7784999.000000001
1310,619,3.0,1,0.0,0.0,0.0,0.0,0.0,7841000.0
1006,619,2.0,1,0.0,0.0,0.0,0.0,0.0,5663000.0
1120,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6224000.0
1119,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6219000.0
1118,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6214000.0
1004,619,2.0,1,0.0,0.0,0.0,0.0,0.0,5778000.0
1115,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6200000.0
1114,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6195000.0
1003,619,2.0,1,0.0,0.0,0.0,0.0,0.0,5648000.0
1094,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6245000.0
1026,619,2.0,1,0.0,0.0,0.0,0.0,0.0,5816000.0
1103,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6141000.0
1075,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6003000.0
1073,619,2.0,1,0.0,0.0,0.0,0.0,0.0,5993000.0
1010,619,2.0,1,0.0,0.0,0.0,0.0,0.0,5682000.0
1009,619,2.0,1,0.0,0.0,0.0,0.0,0.0,5678000.0
1124,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6776000.000000001
1133,619,2.0,1,0.0,0.0,0.0,0.0,0.0,6853000.0
1158,389,2.0,1,1.0,1.0,1.0,1.0,0.0,7527000.0
1025,389,2.0,1,1.0,1.0,1.0,1.0,0.0,6662000.0
1594,389,3.0,1,1.0,1.0,1.0,1.0,0.0,10300000.0
1106,395,2.0,1,1.0,1.0,0.0,1.0,0.0,6083000.0
1816,395,3.0,1,1.0,1.0,0.0,1.0,0.0,10200000.0
2096,395,4.0,1,1.0,1.0,0.0,1.0,0.0,11500000.0
1557,395,3.0,1,1.0,1.0,0.0,1.0,0.0,8563000.0
584,395,1.0,1,1.0,1.0,0.0,1.0,0.0,3211999.0
1633,395,3.0,1,1.0,1.0,0.0,1.0,0.0,8981000.0
598,395,1.0,1,1.0,1.0,0.0,1.0,0.0,3289000.0
993,395,2.0,1,1.0,1.0,0.0,1.0,0.0,5461000.0
1640,619,3.0,1,1.0,1.0,1.0,1.0,1.0,7542000.0
917,374,2.0,1,0.0,0.0,0.0,0.0,0.0,5226000.0
1163,374,3.0,1,0.0,0.0,0.0,0.0,0.0,6629000.000000001
979,374,2.0,1,0.0,0.0,0.0,0.0,0.0,5580000.0
929,374,2.0,1,0.0,0.0,0.0,0.0,0.0,5295000.0
906,159,2.0,1,0.0,0.0,0.0,0.0,0.0,5889000.0
942,159,2.0,1,0.0,0.0,0.0,0.0,0.0,6123000.0
1008,159,2.0,1,0.0,0.0,0.0,0.0,0.0,6552000.0
1197,159,3.0,1,0.0,0.0,0.0,0.0,0.0,7780000.0
1013,159,2.0,1,0.0,0.0,0.0,0.0,0.0,6584000.0
1102,159,3.0,1,0.0,0.0,0.0,0.0,0.0,7163000.0
913,159,2.0,1,0.0,0.0,0.0,0.0,0.0,5934000.0
1571,344,3.0,1,1.0,1.0,0.0,1.0,1.0,10200000.0
1141,344,2.0,1,1.0,1.0,0.0,1.0,1.0,7415000.000000001
1040,344,2.0,1,1.0,1.0,0.0,1.0,1.0,6758000.0
1479,344,3.0,1,1.0,1.0,0.0,1.0,1.0,9612000.0
1116,344,2.0,1,1.0,1.0,0.0,1.0,1.0,7252000.0
1158,344,2.0,1,1.0,1.0,0.0,1.0,1.0,7525000.0
1026,344,2.0,1,1.0,1.0,0.0,1.0,1.0,6667000.0
1025,344,2.0,1,1.0,1.0,0.0,1.0,1.0,6661000.0
1594,344,3.0,1,1.0,1.0,0.0,1.0,1.0,10300000.0
1568,344,3.0,1,1.0,1.0,0.0,1.0,1.0,10100000.0
1067,344,2.0,1,1.0,1.0,0.0,1.0,1.0,6934000.0
1515,619,3.0,1,1.0,1.0,1.0,1.0,1.0,6967000.0
1515,619,3.0,1,1.0,1.0,1.0,1.0,1.0,6967000.0
1415,619,2.0,1,1.0,1.0,1.0,1.0,1.0,6506999.0
1415,619,2.0,1,1.0,1.0,1.0,1.0,1.0,6506999.0
541,660,1.0,1,0.0,0.0,0.0,0.0,0.0,2529000.0
544,660,1.0,1,0.0,0.0,0.0,0.0,0.0,2542000.0
742,660,2.0,1,0.0,0.0,0.0,0.0,0.0,3404999.0
740,660,2.0,1,0.0,0.0,0.0,0.0,0.0,3397000.0
540,660,1.0,1,0.0,0.0,0.0,0.0,0.0,2525000.0
739,660,2.0,1,0.0,0.0,0.0,0.0,0.0,3392000.0
586,660,1.0,1,0.0,0.0,0.0,0.0,0.0,2725000.0
724,660,2.0,1,0.0,0.0,0.0,0.0,0.0,3327000.0000000005
583,660,1.0,1,0.0,0.0,0.0,0.0,0.0,2710000.0
550,660,1.0,1,0.0,0.0,0.0,0.0,0.0,2567000.0
745,660,2.0,1,0.0,0.0,0.0,0.0,0.0,3418000.0
582,660,1.0,1,0.0,0.0,0.0,0.0,0.0,2708000.0
546,660,1.0,1,0.0,0.0,0.0,0.0,0.0,2550000.0
747,660,2.0,1,0.0,0.0,0.0,0.0,0.0,3427000.0000000005
572,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2259000.0
510,468,1.0,1,0.0,0.0,0.0,1.0,0.0,2014000.0
702,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2772000.0
806,468,2.0,1,0.0,0.0,0.0,1.0,0.0,3183000.0
706,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2788000.0
507,468,1.0,1,0.0,0.0,0.0,1.0,0.0,2002000.0
701,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2768000.0
700,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2765000.0
821,468,2.0,1,0.0,0.0,0.0,1.0,0.0,3242000.0
622,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2456000.0
620,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2449000.0
619,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2445000.0
627,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2476000.0
522,468,1.0,1,0.0,0.0,0.0,1.0,0.0,2061000.0
614,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2425000.0
810,468,2.0,1,0.0,0.0,0.0,1.0,0.0,3199000.0
519,468,1.0,1,0.0,0.0,0.0,1.0,0.0,2050000.0
618,468,2.0,1,0.0,0.0,0.0,1.0,0.0,2441000.0
952,159,2.0,1,0.0,0.0,0.0,0.0,0.0,5712000.0
796,159,2.0,1,0.0,0.0,0.0,0.0,0.0,4776000.0
1270,159,3.0,1,0.0,0.0,0.0,0.0,0.0,7620000.0
930,159,2.0,1,0.0,0.0,0.0,0.0,0.0,5580000.0
897,159,2.0,1,0.0,0.0,0.0,0.0,0.0,5382000.0
1846,389,3.0,1,0.0,1.0,0.0,0.0,0.0,13300000.0
1306,389,2.0,1,0.0,1.0,0.0,0.0,0.0,9500000.0
1850,389,3.0,1,0.0,1.0,0.0,0.0,0.0,13700000.0
1092,359,2.0,1,0.0,0.0,0.0,1.0,0.0,6333000.0
701,359,2.0,1,0.0,0.0,0.0,1.0,0.0,4065999.0
778,359,2.0,1,0.0,0.0,0.0,1.0,0.0,4513000.0
638,476,1.0,1,0.0,0.0,0.0,0.0,0.0,2743000.0
550,394,1.0,1,0.0,0.0,0.0,0.0,0.0,2089999.0
2684,520,4.0,1,0.0,1.0,0.0,1.0,1.0,33500000.0
1733,520,3.0,1,0.0,1.0,0.0,1.0,1.0,21600000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2499000.0
589,454,1.0,1,0.0,0.0,0.0,0.0,0.0,2827000.0
976,454,2.0,1,0.0,0.0,0.0,0.0,0.0,4684000.0
876,454,2.0,1,0.0,0.0,0.0,0.0,0.0,4204000.0
1231,454,3.0,1,0.0,0.0,0.0,0.0,0.0,5908000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2500000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2750000.0
884,343,2.0,1,0.0,0.0,0.0,1.0,0.0,4684000.0
914,343,2.0,1,0.0,0.0,0.0,1.0,0.0,4843000.0
830,343,2.0,1,0.0,0.0,0.0,1.0,0.0,4398000.0
850,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3442000.0
850,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3442000.0
900,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3554999.0
900,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3554999.0
900,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3554999.0
850,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3442000.0
930,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3627000.0000000005
930,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3627000.0000000005
750,454,2.0,1,0.0,0.0,0.0,0.0,0.0,3675000.0
1070,454,2.0,1,0.0,0.0,0.0,0.0,0.0,5243000.0
951,706,2.0,1,0.0,0.0,0.0,0.0,0.0,6181000.0
486,706,1.0,1,0.0,0.0,0.0,0.0,0.0,3159000.0
922,706,2.0,1,0.0,0.0,0.0,0.0,0.0,5993000.0
1251,706,3.0,1,0.0,0.0,0.0,0.0,0.0,8131000.0
1070,706,2.0,1,0.0,0.0,0.0,0.0,0.0,6955000.0
1001,451,2.0,1,0.0,0.0,0.0,0.0,0.0,5205000.0
1050,451,2.0,1,0.0,0.0,0.0,0.0,0.0,5460000.0
888,451,2.0,1,0.0,0.0,0.0,0.0,0.0,4617000.0
1200,451,3.0,1,0.0,0.0,0.0,0.0,0.0,6240000.0
1000,15,2.0,1,0.0,0.0,0.0,1.0,0.0,11500000.0
1000,4,2.0,1,0.0,0.0,0.0,1.0,0.0,8000000.0
725,454,2.0,1,0.0,0.0,0.0,1.0,0.0,3479999.0
806,454,2.0,1,0.0,0.0,0.0,1.0,0.0,3868000.0
756,454,2.0,1,0.0,0.0,0.0,1.0,0.0,3628000.0
766,454,2.0,1,0.0,0.0,0.0,1.0,0.0,3676000.0
1000,337,2.0,1,1.0,0.0,0.0,1.0,0.0,5000000.0
1003,337,2.0,1,1.0,0.0,0.0,1.0,0.0,5015000.0
1161,337,3.0,1,1.0,0.0,0.0,1.0,0.0,5805000.0
898,337,2.0,1,1.0,0.0,0.0,1.0,0.0,4490000.0
815,469,2.0,1,0.0,0.0,0.0,0.0,0.0,5599000.0
1250,35,3.0,1,0.0,0.0,0.0,1.0,0.0,17400000.0
570,655,2.0,1,1.0,1.0,0.0,1.0,1.0,2500000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2475000.0
575,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2480000.0
1020,344,2.0,1,0.0,1.0,0.0,1.0,0.0,5300000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2520000.0
677,44,1.0,1,1.0,0.0,1.0,1.0,0.0,2675000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2475000.0
900,669,2.0,1,1.0,0.0,0.0,0.0,0.0,3443000.0
552,669,1.0,1,1.0,0.0,0.0,0.0,0.0,2003000.0
881,295,2.0,1,1.0,0.0,1.0,0.0,0.0,3347000.0
700,669,2.0,1,1.0,0.0,0.0,0.0,0.0,2731000.0
892,44,2.0,1,0.0,0.0,0.0,0.0,0.0,3700000.0
840,736,2.0,1,0.0,0.0,0.0,1.0,0.0,5000000.0
900,469,2.0,1,0.0,0.0,0.0,0.0,0.0,12000000.0
1200,469,3.0,1,0.0,0.0,0.0,0.0,0.0,10000000.0
1500,194,3.0,1,1.0,0.0,1.0,1.0,0.0,8500000.0
1100,344,2.0,1,0.0,1.0,0.0,1.0,0.0,5750000.0
1045,344,2.0,1,0.0,1.0,0.0,1.0,0.0,5350000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2475000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2480000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2495000.0
1054,44,2.0,1,0.0,0.0,0.0,0.0,0.0,4200000.0
1055,44,2.0,1,0.0,0.0,0.0,0.0,0.0,4230000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2500000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2475000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2475000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2480000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2495000.0
1054,44,2.0,1,0.0,0.0,0.0,0.0,0.0,4200000.0
1055,44,2.0,1,0.0,0.0,0.0,0.0,0.0,4230000.0
574,44,1.0,1,0.0,0.0,0.0,0.0,0.0,2295000.0
892,44,2.0,1,0.0,0.0,0.0,0.0,0.0,3701000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2525000.0
570,44,1.0,1,0.0,1.0,1.0,1.0,1.0,2450000.0
570,44,1.0,1,0.0,1.0,1.0,1.0,1.0,2460000.0
1100,655,1.0,1,1.0,1.0,0.0,1.0,1.0,4300000.0
915,655,1.0,1,1.0,1.0,0.0,1.0,1.0,4200000.0
1000,655,1.0,1,1.0,1.0,0.0,1.0,1.0,4250000.0
1200,655,1.0,1,1.0,1.0,0.0,1.0,1.0,4350000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2400000.0
550,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2450000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2490000.0
550,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2400000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2485000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2475000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2500000.0
575,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2475000.0
677,44,1.0,1,1.0,0.0,1.0,1.0,0.0,2700000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2500000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2475000.0
570,655,1.0,1,1.0,1.0,0.0,1.0,1.0,2475000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2650000.0
677,44,2.0,1,1.0,0.0,1.0,1.0,0.0,2675000.0
1077,425,2.0,1,0.0,0.0,1.0,0.0,0.0,4841000.0
1043,425,2.0,1,0.0,0.0,1.0,0.0,0.0,4688000.0
1347,425,3.0,1,0.0,0.0,1.0,0.0,0.0,6054000.0
1281,425,3.0,1,0.0,0.0,1.0,0.0,0.0,5758000.0
1321,425,3.0,1,0.0,0.0,1.0,0.0,0.0,5937000.0
1361,425,3.0,1,0.0,0.0,1.0,0.0,0.0,6117000.0
1294,425,3.0,1,0.0,0.0,1.0,0.0,0.0,5816000.0
1091,425,2.0,1,0.0,0.0,1.0,0.0,0.0,4904000.0
1038,425,2.0,1,0.0,0.0,1.0,0.0,0.0,4665000.0
997,425,2.0,1,0.0,0.0,1.0,0.0,0.0,4481000.0
994,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6461000.0
984,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6396000.0
994,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6461000.0
1031,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6636000.0
963,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6259000.0
963,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6259000.0
984,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6396000.0
983,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6389000.0
984,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6396000.0
840,736,2.0,1,0.0,0.0,0.0,1.0,0.0,5400000.0
840,736,2.0,1,0.0,0.0,0.0,1.0,0.0,5050000.0
550,124,1.0,1,0.0,0.0,0.0,0.0,0.0,3800000.0
804,454,2.0,1,0.0,0.0,0.0,0.0,0.0,4020000.0000000005
950,454,3.0,1,0.0,0.0,0.0,0.0,0.0,4750000.0
891,454,2.0,1,0.0,0.0,0.0,0.0,0.0,4455000.0
604,454,1.0,1,0.0,0.0,0.0,0.0,0.0,3020000.0
857,454,2.0,1,0.0,0.0,0.0,0.0,0.0,4285000.0
773,454,2.0,1,0.0,0.0,0.0,0.0,0.0,3865000.0
1005,454,3.0,1,0.0,0.0,0.0,0.0,0.0,5025000.0
850,454,2.0,1,0.0,0.0,0.0,0.0,0.0,4250000.0
845,736,2.0,1,0.0,0.0,0.0,0.0,0.0,5070000.0
975,736,2.0,1,0.0,0.0,0.0,1.0,0.0,5850000.0
550,223,1.0,1,0.0,0.0,0.0,1.0,0.0,3000000.0
900,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3510000.0
930,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3627000.0000000005
900,476,2.0,1,0.0,0.0,0.0,0.0,0.0,3510000.0
550,223,1.0,1,0.0,0.0,0.0,0.0,0.0,2750000.0
550,736,1.0,1,0.0,0.0,0.0,0.0,0.0,2850000.0
900,124,2.0,1,0.0,0.0,0.0,0.0,0.0,6600000.0
1069,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6948000.0
994,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6461000.0
983,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6389000.0
984,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6396000.0
994,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6461000.0
994,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6461000.0
994,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6461000.0
983,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6389000.0
983,35,2.0,1,0.0,0.0,0.0,1.0,1.0,6389000.0
984,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6396000.0
994,32,2.0,1,0.0,0.0,0.0,1.0,1.0,6461000.0
1062,280,3.0,1,1.0,1.0,1.0,1.0,1.0,3400000.0
880,736,2.0,1,0.0,0.0,0.0,0.0,0.0,4831000.0
1469,296,3.0,1,0.0,0.0,1.0,1.0,0.0,9548000.0
984,296,2.0,1,0.0,0.0,1.0,1.0,0.0,6396000.0
1409,296,3.0,1,0.0,0.0,1.0,1.0,0.0,9158000.0
983,296,2.0,1,0.0,0.0,1.0,1.0,0.0,6389000.0
1051,296,2.0,1,0.0,0.0,1.0,1.0,0.0,6831000.0
1021,296,2.0,1,0.0,0.0,1.0,1.0,0.0,6636000.0
994,296,2.0,1,0.0,0.0,1.0,1.0,0.0,6461000.0
1010,296,2.0,1,0.0,0.0,1.0,1.0,0.0,6565000.000000001
1265,296,3.0,1,0.0,0.0,1.0,1.0,0.0,8222000.0
1069,296,2.0,1,0.0,0.0,1.0,1.0,0.0,6948000.0
963,296,2.0,1,0.0,0.0,1.0,1.0,0.0,6259000.0
897,736,2.0,1,0.0,0.0,0.0,0.0,0.0,3229000.0
900,653,2.0,1,0.0,0.0,0.0,0.0,0.0,4000000.0
1265,309,3.0,1,0.0,0.0,0.0,1.0,1.0,8222000.0
983,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6389000.0
984,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6396000.0
1069,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6948000.0
1409,309,3.0,1,0.0,0.0,0.0,1.0,1.0,9158000.0
984,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6396000.0
983,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6389000.0
1469,309,3.0,1,0.0,0.0,0.0,1.0,1.0,9548000.0
983,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6389000.0
984,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6396000.0
1469,309,3.0,1,0.0,0.0,0.0,1.0,1.0,9548000.0
1010,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6565000.000000001
1409,309,3.0,1,0.0,0.0,0.0,1.0,1.0,9158000.0
963,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6259000.0
1021,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6636000.0
994,309,2.0,1,0.0,0.0,0.0,1.0,1.0,6461000.0
1409,309,3.0,1,0.0,0.0,0.0,1.0,1.0,9158000.0
1469,309,3.0,1,0.0,0.0,0.0,1.0,1.0,9548000.0
1265,309,3.0,1,0.0,0.0,0.0,1.0,1.0,8222000.0
1409,309,3.0,1,0.0,0.0,0.0,1.0,1.0,9158000.0
1469,309,3.0,1,0.0,0.0,0.0,1.0,1.0,9548000.0
1265,309,3.0,1,0.0,0.0,0.0,1.0,1.0,8222000.0
1085,687,2.0,1,0.0,0.0,0.0,0.0,0.0,7052000.0
1971,623,3.0,1,1.0,1.0,1.0,1.0,1.0,8353000.0
1595,623,3.0,1,1.0,1.0,1.0,1.0,1.0,7252000.0
1827,657,4.0,1,0.0,0.0,1.0,0.0,0.0,11399999.0
1286,657,2.0,1,0.0,0.0,1.0,0.0,0.0,8037000.0
1421,657,2.0,1,0.0,0.0,1.0,0.0,0.0,8881000.0
1593,657,3.0,1,0.0,0.0,1.0,0.0,0.0,9956000.0
1528,657,3.0,1,0.0,0.0,1.0,0.0,0.0,9550000.0
1951,619,4.0,1,0.0,0.0,1.0,1.0,0.0,9387000.0
1951,619,4.0,1,0.0,0.0,0.0,1.0,0.0,9400000.0
1191,47,3.0,1,0.0,0.0,0.0,0.0,0.0,6500000.0
591,465,1.0,1,1.0,1.0,0.0,0.0,0.0,3581000.0
1180,465,3.0,1,1.0,1.0,0.0,0.0,0.0,7150000.0
956,465,2.0,1,1.0,1.0,0.0,0.0,0.0,5793000.0
657,465,2.0,1,1.0,1.0,0.0,0.0,0.0,3981000.0
591,465,1.0,1,1.0,1.0,0.0,0.0,0.0,3581000.0
1180,465,3.0,1,1.0,1.0,0.0,0.0,0.0,7150000.0
956,465,2.0,1,1.0,1.0,0.0,0.0,0.0,5793000.0
657,465,2.0,1,1.0,1.0,0.0,0.0,0.0,3981000.0
1225,623,3.0,1,1.0,1.0,1.0,0.0,0.0,4165000.0
1225,623,3.0,1,1.0,1.0,1.0,0.0,0.0,4165000.0
977,623,2.0,1,1.0,1.0,1.0,0.0,0.0,3321000.0
977,623,2.0,1,1.0,1.0,1.0,0.0,0.0,3321000.0
900,124,2.0,1,1.0,0.0,0.0,1.0,0.0,6948999.000000001
895,124,2.0,1,1.0,0.0,0.0,1.0,0.0,6912000.0
875,124,2.0,1,1.0,0.0,0.0,1.0,0.0,6765000.000000001
932,619,2.0,1,0.0,0.0,1.0,1.0,0.0,4939000.0
1671,657,3.0,1,0.0,0.0,1.0,1.0,0.0,10800000.0
1286,657,2.0,1,0.0,0.0,1.0,1.0,0.0,8494000.0
1528,657,3.0,1,0.0,0.0,1.0,1.0,0.0,10100000.0
645,44,2.0,1,0.0,1.0,1.0,1.0,1.0,2724000.0
1278,280,2.0,1,0.0,1.0,0.0,1.0,1.0,4599000.0
1705,280,3.0,1,0.0,1.0,0.0,1.0,1.0,6136000.0
1221,280,2.0,1,0.0,1.0,0.0,1.0,1.0,4394000.0
1586,280,3.0,1,0.0,1.0,0.0,1.0,1.0,5708000.0
1723,280,3.0,1,0.0,1.0,0.0,1.0,1.0,6201000.0
1529,280,3.0,1,0.0,1.0,0.0,1.0,1.0,5502000.0
1237,280,2.0,1,0.0,1.0,0.0,1.0,1.0,4451000.0
1666,280,3.0,1,0.0,1.0,0.0,1.0,1.0,5995000.0
1546,657,3.0,1,0.0,0.0,1.0,0.0,0.0,9662000.0
1452,657,2.0,1,0.0,0.0,1.0,0.0,0.0,9075000.0
1550,657,3.0,1,0.0,0.0,1.0,0.0,0.0,9687000.0
1444,343,3.0,1,0.0,1.0,1.0,0.0,0.0,9500000.0
1444,343,3.0,1,0.0,1.0,1.0,0.0,0.0,9500000.0
1541,343,3.0,1,0.0,1.0,1.0,0.0,0.0,10100000.0
1541,343,3.0,1,0.0,1.0,1.0,0.0,0.0,10100000.0
1395,343,3.0,1,0.0,1.0,1.0,0.0,0.0,9200000.0
1395,343,3.0,1,0.0,1.0,1.0,0.0,0.0,9200000.0
2500,117,3.0,1,0.0,1.0,0.0,1.0,0.0,47500000.0
1500,117,3.0,1,0.0,1.0,0.0,1.0,0.0,21000000.0
2102,288,3.0,1,0.0,0.0,0.0,1.0,0.0,29400000.0
2062,32,3.0,1,1.0,1.0,1.0,1.0,1.0,22000000.0
2458,117,3.0,1,0.0,0.0,0.0,1.0,0.0,33600000.0
2062,32,3.0,1,1.0,1.0,1.0,1.0,1.0,22000000.0
2042,288,3.0,1,0.0,0.0,0.0,1.0,0.0,28500000.0
2062,32,3.0,1,1.0,1.0,1.0,1.0,1.0,21000000.0
1555,32,2.0,1,1.0,1.0,1.0,1.0,1.0,15500000.0
1191,47,3.0,1,0.0,0.0,0.0,0.0,0.0,6400000.0
2500,494,3.0,1,0.0,1.0,1.0,1.0,0.0,37500000.0
3150,494,4.0,1,0.0,0.0,0.0,0.0,0.0,65000000.0
3150,494,4.0,1,0.0,0.0,0.0,1.0,0.0,65000000.0
540,736,1.0,1,0.0,0.0,0.0,0.0,0.0,2979000.0
525,736,1.0,1,0.0,0.0,0.0,0.0,0.0,2950000.0
1970,163,3.0,1,0.0,1.0,0.0,1.0,1.0,28000000.0
550,736,1.0,1,0.0,0.0,0.0,0.0,0.0,3011000.0
975,736,2.0,1,0.0,0.0,0.0,0.0,0.0,7500000.0
3405,288,4.0,1,0.0,1.0,0.0,1.0,1.0,45000000.0
3050,15,3.0,1,0.0,0.0,0.0,1.0,0.0,54900000.0
2781,494,4.0,1,0.0,1.0,0.0,1.0,0.0,55599999.0
2348,494,3.0,1,0.0,1.0,0.0,1.0,0.0,46900000.0
2316,15,3.0,1,0.0,0.0,0.0,0.0,0.0,32500000.0
945,477,2.0,1,0.0,0.0,0.0,1.0,0.0,4063000.0000000005
765,477,1.0,1,0.0,0.0,0.0,1.0,0.0,3365000.0
765,477,1.0,1,0.0,0.0,0.0,1.0,0.0,3289000.0
725,477,1.0,1,0.0,0.0,0.0,1.0,0.0,3117000.0
2902,436,3.0,1,1.0,0.0,0.0,0.0,0.0,59000000.0
